Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/6/2024 8:45:25 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
1946,18+680.02,-14.965m,"1,219.507m",
1947,18+680.00,-14.179m,"1,219.368m",
1948,18+679.97,-12.676m,"1,219.397m",
1949,18+679.98,-10.903m,"1,219.341m",
1950,18+680.02,-8.985m,"1,219.398m",
1951,18+680.04,-7.122m,"1,219.459m",
1952,18+680.02,-4.616m,"1,219.613m",
1953,18+680.03,-2.772m,"1,219.569m",
1954,18+680.03,-1.536m,"1,219.465m",
1955,18+679.97,0.035m,"1,219.372m",
1956,18+679.98,2.363m,"1,219.408m",
1957,18+680.02,4.281m,"1,219.495m",
1958,18+679.95,5.655m,"1,219.499m",
1959,18+679.99,6.894m,"1,219.430m",
1960,18+679.99,8.343m,"1,219.448m",
1961,18+680.02,8.918m,"1,219.446m",
1962,18+679.92,10.380m,"1,219.374m",
1963,18+679.93,11.383m,"1,219.230m",
1964,18+680.00,12.731m,"1,218.998m",
1965,18+680.07,13.648m,"1,219.046m",
1966,18+680.02,14.970m,"1,219.130m",
1967,18+660.04,-14.900m,"1,218.522m",
1968,18+660.02,-13.604m,"1,218.211m",
1969,18+659.98,-12.582m,"1,217.965m",
1970,18+659.97,-10.353m,"1,218.133m",
1971,18+659.97,-8.601m,"1,218.484m",
1972,18+659.99,-6.870m,"1,218.339m",
1973,18+660.04,-6.184m,"1,218.308m",
1974,18+659.93,-5.486m,"1,218.237m",
1975,18+659.92,-4.713m,"1,218.586m",
1976,18+659.93,-4.121m,"1,218.643m",
1977,18+659.96,-2.526m,"1,218.649m",
1978,18+659.99,-0.840m,"1,218.686m",
1979,18+660.00,0.048m,"1,218.679m",
1980,18+660.01,1.870m,"1,218.664m",
1981,18+660.00,3.507m,"1,218.606m",
1982,18+660.00,5.214m,"1,218.533m",
1983,18+660.01,6.489m,"1,218.514m",
1984,18+659.94,7.827m,"1,218.461m",
1985,18+659.91,8.757m,"1,218.383m",
1986,18+659.93,9.806m,"1,218.347m",
1987,18+660.01,11.313m,"1,218.335m",
1988,18+659.94,13.038m,"1,218.324m",
1989,18+659.98,14.975m,"1,218.440m",
1990,18+639.93,-14.910m,"1,217.241m",
1991,18+640.13,-14.051m,"1,217.240m",
1992,18+640.03,-13.690m,"1,217.457m",
1993,18+640.10,-13.060m,"1,217.544m",
1994,18+640.03,-12.035m,"1,217.363m",
1995,18+640.12,-10.596m,"1,217.261m",
1996,18+640.02,-9.683m,"1,217.293m",
1997,18+640.02,-8.985m,"1,217.283m",
1998,18+639.99,-7.995m,"1,217.316m",
1999,18+639.94,-7.263m,"1,217.182m",
2000,18+640.02,-6.853m,"1,217.145m",
2001,18+640.03,-5.897m,"1,217.254m",
2002,18+640.08,-5.453m,"1,217.738m",
2003,18+640.08,-4.350m,"1,217.759m",
2004,18+640.05,-2.183m,"1,217.764m",
2005,18+639.98,0.017m,"1,217.768m",
2006,18+640.01,1.306m,"1,217.795m",
2007,18+640.03,3.218m,"1,217.795m",
2008,18+640.03,4.321m,"1,217.806m",
2009,18+639.95,5.492m,"1,217.797m",
2010,18+640.08,7.522m,"1,217.750m",
2011,18+640.00,9.245m,"1,217.662m",
2012,18+639.99,11.119m,"1,217.544m",
2013,18+639.95,12.807m,"1,217.425m",
2014,18+640.00,14.905m,"1,217.364m",
2015,18+620.00,-14.685m,"1,216.416m",
2016,18+620.04,-12.346m,"1,216.513m",
2017,18+619.78,-11.335m,"1,216.390m",
2018,18+619.91,-10.393m,"1,216.313m",
2019,18+620.10,-9.773m,"1,216.301m",
2020,18+619.90,-8.805m,"1,216.569m",
2021,18+619.83,-7.082m,"1,216.749m",
2022,18+619.80,-5.915m,"1,216.727m",
2023,18+620.00,-3.894m,"1,216.568m",
2024,18+619.97,-2.027m,"1,216.504m",
2025,18+619.97,0.075m,"1,216.593m",
2026,18+620.03,3.443m,"1,216.646m",
2027,18+619.95,4.044m,"1,216.660m",
2028,18+619.93,5.725m,"1,216.706m",
2029,18+619.85,6.935m,"1,216.725m",
2030,18+620.06,9.471m,"1,216.720m",
2031,18+619.97,10.866m,"1,216.693m",
2032,18+619.99,12.690m,"1,216.619m",
2033,18+619.94,14.836m,"1,216.572m",
2034,18+600.02,-14.955m,"1,215.499m",
2035,18+600.00,-14.046m,"1,215.542m",
2036,18+599.92,-13.414m,"1,215.574m",
2037,18+599.93,-13.004m,"1,215.464m",
2038,18+599.93,-12.617m,"1,215.296m",
2039,18+599.96,-11.660m,"1,215.265m",
2040,18+600.04,-10.152m,"1,215.235m",
2041,18+600.07,-9.445m,"1,215.239m",
2042,18+600.08,-8.944m,"1,215.403m",
2043,18+600.03,-8.514m,"1,215.506m",
2044,18+600.02,-7.992m,"1,215.450m",
2045,18+599.98,-7.790m,"1,215.419m",
2046,18+599.97,-7.267m,"1,215.281m",
2047,18+599.93,-6.291m,"1,215.229m",
2048,18+600.02,-4.533m,"1,215.821m",
2049,18+600.00,-3.488m,"1,215.799m",
2050,18+599.99,-2.418m,"1,215.796m",
2051,18+599.98,-1.122m,"1,215.714m",
2052,18+599.98,0.031m,"1,215.650m",
2053,18+600.00,2.009m,"1,215.635m",
2054,18+600.02,3.514m,"1,215.690m",
2055,18+599.99,6.259m,"1,215.613m",
2056,18+599.91,7.469m,"1,215.556m",
2057,18+600.03,8.720m,"1,215.512m",
2058,18+599.99,10.279m,"1,215.507m",
2059,18+599.96,11.984m,"1,215.566m",
2060,18+600.07,13.466m,"1,215.555m",
2061,18+600.02,15.082m,"1,215.592m",
2062,18+580.03,-14.872m,"1,214.980m",
2063,18+580.08,-13.845m,"1,214.854m",
2064,18+579.98,-12.349m,"1,214.693m",
2065,18+580.03,-10.981m,"1,214.760m",
2066,18+580.04,-9.842m,"1,214.574m",
2067,18+579.95,-8.824m,"1,214.623m",
2068,18+580.03,-7.567m,"1,214.418m",
2069,18+580.01,-7.888m,"1,214.453m",
2070,18+579.99,-6.887m,"1,214.397m",
2071,18+579.98,-6.114m,"1,214.404m",
2072,18+580.00,-5.658m,"1,214.387m",
2073,18+579.97,-4.477m,"1,214.377m",
2074,18+580.07,-3.970m,"1,214.359m",
2075,18+580.11,-3.238m,"1,214.506m",
2076,18+579.94,-2.362m,"1,214.947m",
2077,18+580.09,-0.828m,"1,214.993m",
2078,18+580.03,0.034m,"1,214.988m",
2079,18+579.96,1.121m,"1,214.996m",
2080,18+580.00,3.398m,"1,214.962m",
2081,18+579.98,5.127m,"1,214.874m",
2082,18+579.98,7.561m,"1,214.666m",
2083,18+579.95,8.994m,"1,214.545m",
2084,18+580.12,10.552m,"1,214.378m",
2085,18+580.01,13.002m,"1,214.342m",
2086,18+579.95,14.978m,"1,214.246m",
2087,18+559.89,-14.996m,"1,214.084m",
2088,18+560.09,-12.961m,"1,214.069m",
2089,18+560.02,-10.282m,"1,214.021m",
2090,18+560.10,-6.417m,"1,213.782m",
2091,18+560.01,-4.548m,"1,213.821m",
2092,18+559.91,-3.489m,"1,213.869m",
2093,18+559.93,-2.752m,"1,213.540m",
2094,18+560.01,-1.167m,"1,213.471m",
2095,18+559.89,0.112m,"1,213.517m",
2096,18+560.09,2.147m,"1,213.678m",
2097,18+559.86,7.388m,"1,213.785m",
2098,18+560.14,10.456m,"1,213.699m",
2099,18+559.93,13.053m,"1,213.718m",
2100,18+559.92,14.927m,"1,213.661m",
2101,18+539.95,-14.778m,"1,213.098m",
2102,18+539.83,-10.823m,"1,213.346m",
2103,18+539.98,-8.239m,"1,213.220m",
2104,18+540.10,-5.687m,"1,213.117m",
2105,18+539.98,-3.844m,"1,212.890m",
2106,18+540.03,-3.233m,"1,212.819m",
2107,18+540.06,-2.335m,"1,212.848m",
2108,18+540.03,-1.440m,"1,212.964m",
2109,18+539.99,0.004m,"1,212.859m",
2110,18+540.05,1.309m,"1,212.897m",
2111,18+539.90,2.368m,"1,212.778m",
2112,18+539.92,3.324m,"1,212.595m",
2113,18+539.93,4.135m,"1,212.602m",
2114,18+540.04,5.501m,"1,212.650m",
2115,18+540.09,6.979m,"1,212.809m",
2116,18+540.03,8.277m,"1,212.779m",
2117,18+539.95,9.921m,"1,212.784m",
2118,18+539.99,11.514m,"1,212.676m",
2119,18+539.92,12.117m,"1,212.499m",
2120,18+539.95,13.015m,"1,212.427m",
2121,18+540.00,14.002m,"1,212.403m",
2122,18+540.05,15.046m,"1,212.357m",
2123,18+520.04,-15.008m,"1,212.299m",
2124,18+519.95,-14.720m,"1,212.133m",
2125,18+520.00,-14.423m,"1,211.976m",
2126,18+519.95,-12.441m,"1,212.070m",
2127,18+520.02,-10.231m,"1,211.856m",
2128,18+519.98,-9.021m,"1,211.908m",
2129,18+520.04,-7.215m,"1,211.948m",
2130,18+520.06,-5.156m,"1,211.922m",
2131,18+519.88,-3.551m,"1,211.934m",
2132,18+519.98,-1.154m,"1,211.898m",
2133,18+519.98,0.021m,"1,212.007m",
2134,18+519.97,2.373m,"1,212.175m",
2135,18+520.04,4.657m,"1,212.118m",
2136,18+520.01,5.648m,"1,212.079m",
2137,18+520.00,7.594m,"1,212.018m",
2138,18+520.00,9.800m,"1,211.704m",
2139,18+520.07,12.157m,"1,211.689m",
2140,18+520.09,13.518m,"1,211.733m",
2141,18+519.92,14.904m,"1,211.748m",
2142,18+499.98,-14.964m,"1,211.514m",
2143,18+499.99,-13.402m,"1,211.472m",
2144,18+499.93,-12.857m,"1,211.406m",
2145,18+499.88,-12.108m,"1,211.365m",
2146,18+499.94,-11.613m,"1,211.325m",
2147,18+499.96,-10.599m,"1,211.408m",
2148,18+500.06,-9.608m,"1,211.323m",
2149,18+500.02,-8.541m,"1,211.329m",
2150,18+500.01,-6.951m,"1,211.331m",
2151,18+500.04,-5.735m,"1,211.289m",
2152,18+500.02,-4.955m,"1,211.327m",
2153,18+500.04,-3.884m,"1,211.320m",
2154,18+499.93,-2.705m,"1,211.244m",
2155,18+499.91,-1.434m,"1,211.065m",
2156,18+499.95,-0.824m,"1,210.950m",
2157,18+499.98,0.074m,"1,210.832m",
2158,18+499.98,1.057m,"1,210.792m",
2159,18+499.93,2.559m,"1,210.790m",
2160,18+499.90,4.436m,"1,210.849m",
2161,18+499.95,5.857m,"1,210.738m",
2162,18+499.91,7.300m,"1,210.800m",
2163,18+500.06,9.017m,"1,211.066m",
2164,18+499.93,10.541m,"1,211.029m",
2165,18+499.97,11.381m,"1,210.891m",
2166,18+499.92,12.449m,"1,210.834m",
2167,18+499.97,14.418m,"1,210.830m",
2168,18+499.94,14.822m,"1,210.842m",
2169,18+480.00,-14.977m,"1,210.686m",
2170,18+480.08,-13.515m,"1,210.785m",
2171,18+480.06,-12.379m,"1,210.701m",
2172,18+480.10,-10.624m,"1,210.545m",
2173,18+479.95,-9.292m,"1,210.518m",
2174,18+480.00,-7.672m,"1,210.574m",
2175,18+480.00,-6.011m,"1,210.634m",
2176,18+479.96,-4.945m,"1,210.492m",
2177,18+480.04,-3.778m,"1,210.370m",
2178,18+480.03,-2.618m,"1,210.355m",
2179,18+480.00,-1.778m,"1,210.206m",
2180,18+480.04,-1.343m,"1,210.186m",
2181,18+480.04,0.067m,"1,210.229m",
2182,18+480.04,1.433m,"1,210.384m",
2183,18+479.99,2.203m,"1,210.255m",
2184,18+479.99,2.840m,"1,210.089m",
2185,18+479.96,3.339m,"1,210.039m",
2186,18+479.92,4.315m,"1,210.031m",
2187,18+480.04,5.324m,"1,210.038m",
2188,18+480.02,6.620m,"1,209.993m",
2189,18+480.02,7.303m,"1,209.985m",
2190,18+480.03,7.804m,"1,209.899m",
2191,18+480.07,8.671m,"1,209.789m",
2192,18+479.93,9.777m,"1,209.836m",
2193,18+479.95,10.483m,"1,209.790m",
2194,18+479.90,11.550m,"1,209.900m",
2195,18+479.97,11.964m,"1,209.969m",
2196,18+480.02,12.559m,"1,210.022m",
2197,18+480.05,13.561m,"1,209.987m",
2198,18+479.97,14.308m,"1,209.906m",
2199,18+480.00,14.924m,"1,209.886m",
2200,18+459.97,-14.943m,"1,209.575m",
2201,18+460.03,-14.014m,"1,209.592m",
2202,18+460.01,-13.349m,"1,209.533m",
2203,18+459.90,-12.055m,"1,209.551m",
2204,18+459.99,-10.776m,"1,209.585m",
2205,18+460.04,-9.732m,"1,209.782m",
2206,18+459.88,-8.672m,"1,209.582m",
2207,18+459.95,-7.974m,"1,209.532m",
2208,18+460.12,-6.546m,"1,209.561m",
2209,18+460.05,-5.451m,"1,209.778m",
2210,18+460.07,-3.947m,"1,209.751m",
2211,18+460.19,-2.376m,"1,209.703m",
2212,18+459.97,-0.714m,"1,209.667m",
2213,18+459.98,-0.019m,"1,209.641m",
2214,18+460.00,0.995m,"1,209.535m",
2215,18+459.96,4.347m,"1,209.371m",
2216,18+460.03,6.289m,"1,209.274m",
2217,18+460.05,7.852m,"1,209.021m",
2218,18+460.04,10.194m,"1,208.988m",
2219,18+460.03,12.160m,"1,208.922m",
2220,18+460.02,14.878m,"1,208.990m",
2221,18+439.98,-14.984m,"1,208.967m",
2222,18+439.98,-14.302m,"1,208.985m",
2223,18+440.05,-13.546m,"1,208.996m",
2224,18+440.02,-13.093m,"1,208.974m",
2225,18+439.97,-12.710m,"1,208.675m",
2226,18+440.01,-11.888m,"1,208.580m",
2227,18+439.96,-10.525m,"1,208.584m",
2228,18+439.90,-9.915m,"1,208.594m",
2229,18+440.04,-8.882m,"1,208.563m",
2230,18+439.98,-7.589m,"1,208.678m",
2231,18+439.94,-6.317m,"1,208.667m",
2232,18+439.96,-4.631m,"1,208.609m",
2233,18+439.96,-3.562m,"1,208.756m",
2234,18+440.02,-2.330m,"1,208.944m",
2235,18+439.94,-1.448m,"1,208.908m",
2236,18+439.95,-0.605m,"1,208.854m",
2237,18+439.96,-0.013m,"1,208.807m",
2238,18+439.95,0.761m,"1,208.757m",
2239,18+440.06,1.951m,"1,208.728m",
2240,18+440.03,3.428m,"1,208.735m",
2241,18+440.21,4.419m,"1,208.776m",
2242,18+440.00,5.929m,"1,208.744m",
2243,18+440.02,6.727m,"1,208.841m",
2244,18+439.97,8.521m,"1,208.782m",
2245,18+440.03,10.436m,"1,208.700m",
2246,18+440.00,11.959m,"1,208.606m",
2247,18+440.01,13.530m,"1,208.481m",
2248,18+440.01,14.850m,"1,208.253m",
2249,18+420.00,-14.982m,"1,207.888m",
2250,18+419.99,-13.885m,"1,207.924m",
2251,18+419.95,-13.308m,"1,207.877m",
2252,18+420.01,-12.495m,"1,207.917m",
2253,18+419.96,-11.197m,"1,207.989m",
2254,18+420.09,-9.627m,"1,208.076m",
2255,18+420.03,-8.705m,"1,207.969m",
2256,18+420.05,-8.183m,"1,207.891m",
2257,18+420.00,-7.377m,"1,207.889m",
2258,18+420.03,-7.027m,"1,207.883m",
2259,18+419.99,-6.394m,"1,207.898m",
2260,18+420.07,-5.753m,"1,207.856m",
2261,18+419.98,-5.296m,"1,207.881m",
2262,18+419.96,-4.950m,"1,207.844m",
2263,18+420.00,-4.340m,"1,207.803m",
2264,18+420.01,-3.096m,"1,207.672m",
2265,18+419.97,-1.161m,"1,207.567m",
2266,18+419.96,-0.178m,"1,207.573m",
2267,18+420.01,0.008m,"1,207.738m",
2268,18+420.00,0.653m,"1,207.877m",
2269,18+419.95,1.071m,"1,207.873m",
2270,18+419.96,1.858m,"1,207.679m",
2271,18+420.00,2.172m,"1,207.525m",
2272,18+420.08,3.252m,"1,207.518m",
2273,18+420.01,4.644m,"1,207.598m",
2274,18+420.00,5.463m,"1,207.554m",
2275,18+419.98,6.958m,"1,207.639m",
2276,18+419.99,8.511m,"1,207.799m",
2277,18+420.01,10.722m,"1,207.719m",
2278,18+419.97,12.781m,"1,207.696m",
2279,18+420.00,14.911m,"1,207.774m",
2280,18+400.03,-14.959m,"1,207.007m",
2281,18+400.04,-13.830m,"1,206.968m",
2282,18+399.98,-13.136m,"1,206.918m",
2283,18+400.03,-12.578m,"1,206.957m",
2284,18+400.01,-11.648m,"1,207.070m",
2285,18+399.99,-10.861m,"1,207.120m",
2286,18+400.04,-10.500m,"1,207.073m",
2287,18+400.01,-9.392m,"1,207.064m",
2288,18+400.01,-9.159m,"1,207.067m",
2289,18+400.04,-8.047m,"1,207.078m",
2290,18+399.97,-7.058m,"1,207.148m",
2291,18+400.06,-6.024m,"1,207.228m",
2292,18+400.02,-5.857m,"1,207.193m",
2293,18+400.01,-5.689m,"1,207.094m",
2294,18+399.96,-4.903m,"1,207.028m",
2295,18+400.02,-4.027m,"1,207.064m",
2296,18+400.02,-2.814m,"1,207.059m",
2297,18+400.02,-1.758m,"1,206.974m",
2298,18+400.02,-0.011m,"1,206.898m",
2299,18+400.03,1.595m,"1,206.928m",
2300,18+400.04,1.849m,"1,206.794m",
2301,18+400.01,2.143m,"1,206.746m",
2302,18+399.99,3.636m,"1,206.888m",
2303,18+399.98,4.199m,"1,206.829m",
2304,18+399.95,4.943m,"1,206.783m",
2305,18+399.97,5.507m,"1,206.780m",
2306,18+399.99,6.256m,"1,206.758m",
2307,18+400.02,6.892m,"1,206.850m",
2308,18+400.03,7.330m,"1,206.886m",
2309,18+400.07,7.669m,"1,206.850m",
2310,18+400.07,8.304m,"1,206.815m",
2311,18+400.04,8.569m,"1,206.784m",
2312,18+400.03,9.343m,"1,206.777m",
2313,18+400.00,10.029m,"1,206.794m",
2314,18+399.95,11.095m,"1,206.895m",
2315,18+399.85,11.703m,"1,206.845m",
2316,18+399.97,12.963m,"1,206.848m",
2317,18+399.90,13.709m,"1,206.829m",
2318,18+399.96,14.805m,"1,206.805m",
2319,18+379.98,-14.945m,"1,206.305m",
2320,18+379.96,-13.604m,"1,206.173m",
2321,18+379.93,-11.649m,"1,206.119m",
2322,18+379.98,-11.054m,"1,206.165m",
2323,18+380.03,-10.755m,"1,206.185m",
2324,18+380.07,-9.000m,"1,206.120m",
2325,18+379.95,-8.508m,"1,206.087m",
2326,18+379.96,-7.665m,"1,206.070m",
2327,18+379.92,-7.076m,"1,206.087m",
2328,18+379.93,-6.825m,"1,206.090m",
2329,18+380.03,-5.976m,"1,206.126m",
2330,18+379.90,-5.302m,"1,206.180m",
2331,18+379.99,-4.659m,"1,206.203m",
2332,18+379.94,-2.774m,"1,206.162m",
2333,18+380.03,-2.427m,"1,206.064m",
2334,18+379.97,-1.907m,"1,206.048m",
2335,18+380.05,-1.379m,"1,206.031m",
2336,18+379.94,-0.294m,"1,205.916m",
2337,18+380.02,-0.009m,"1,205.913m",
2338,18+379.93,0.944m,"1,205.936m",
2339,18+379.94,1.840m,"1,205.969m",
2340,18+379.86,2.748m,"1,206.009m",
2341,18+379.98,3.186m,"1,205.986m",
2342,18+380.03,3.547m,"1,205.943m",
2343,18+380.00,4.279m,"1,205.984m",
2344,18+380.01,4.907m,"1,206.007m",
2345,18+379.97,5.478m,"1,205.941m",
2346,18+379.96,6.963m,"1,205.862m",
2347,18+379.97,9.076m,"1,205.792m",
2348,18+380.02,9.599m,"1,205.820m",
2349,18+380.00,10.027m,"1,205.798m",
2350,18+380.00,10.564m,"1,205.753m",
2351,18+379.95,11.581m,"1,205.759m",
2352,18+379.99,12.085m,"1,205.789m",
2353,18+380.00,12.480m,"1,205.813m",
2354,18+380.04,12.983m,"1,205.845m",
2355,18+380.04,13.754m,"1,205.933m",
2356,18+379.96,15.002m,"1,205.954m",
2357,18+359.97,-15.013m,"1,205.391m",
2358,18+360.01,-14.236m,"1,205.357m",
2359,18+359.98,-12.463m,"1,205.313m",
2360,18+359.98,-11.394m,"1,205.363m",
2361,18+359.96,-10.690m,"1,205.357m",
2362,18+359.93,-9.554m,"1,205.380m",
2363,18+359.99,-8.708m,"1,205.387m",
2364,18+359.90,-8.032m,"1,205.347m",
2365,18+360.00,-6.886m,"1,205.297m",
2366,18+360.01,-6.294m,"1,205.214m",
2367,18+360.02,-5.065m,"1,205.236m",
2368,18+359.88,-4.551m,"1,205.203m",
2369,18+359.97,-3.862m,"1,205.165m",
2370,18+359.96,-3.476m,"1,205.133m",
2371,18+359.92,-3.137m,"1,205.231m",
2372,18+359.94,-2.089m,"1,205.223m",
2373,18+359.96,-1.383m,"1,205.250m",
2374,18+360.04,-0.467m,"1,205.184m",
2375,18+359.98,0.053m,"1,205.155m",
2376,18+360.02,0.965m,"1,205.092m",
2377,18+360.07,2.152m,"1,205.060m",
2378,18+360.03,3.173m,"1,205.051m",
2379,18+360.02,3.696m,"1,205.100m",
2380,18+359.98,3.944m,"1,205.223m",
2381,18+359.98,4.671m,"1,205.290m",
2382,18+360.03,5.608m,"1,205.172m",
2383,18+359.97,6.263m,"1,205.087m",
2384,18+360.02,7.109m,"1,204.990m",
2385,18+359.95,7.469m,"1,204.841m",
2386,18+359.99,8.336m,"1,204.792m",
2387,18+360.00,8.882m,"1,204.827m",
2388,18+359.98,10.178m,"1,204.920m",
2389,18+359.99,11.067m,"1,204.977m",
2390,18+360.05,11.526m,"1,204.817m",
2391,18+360.01,12.592m,"1,204.885m",
2392,18+359.99,13.934m,"1,204.814m",
2393,18+359.99,14.957m,"1,204.757m",
2394,18+340.05,-14.958m,"1,204.720m",
2395,18+339.91,-13.807m,"1,204.679m",
2396,18+340.01,-13.300m,"1,204.720m",
2397,18+339.99,-11.527m,"1,204.846m",
2398,18+340.04,-10.635m,"1,204.830m",
2399,18+340.08,-9.768m,"1,204.766m",
2400,18+339.99,-8.705m,"1,204.712m",
2401,18+340.02,-7.155m,"1,204.596m",
2402,18+340.13,-6.352m,"1,204.560m",
2403,18+339.91,-5.433m,"1,204.551m",
2404,18+339.97,-4.291m,"1,204.557m",
2405,18+340.04,-3.195m,"1,204.505m",
2406,18+339.95,-1.880m,"1,204.477m",
2407,18+340.00,0.080m,"1,204.285m",
2408,18+340.05,1.062m,"1,204.244m",
2409,18+339.98,1.808m,"1,204.244m",
2410,18+340.02,3.653m,"1,204.255m",
2411,18+340.05,5.339m,"1,204.256m",
2412,18+339.99,6.496m,"1,204.173m",
2413,18+340.05,8.366m,"1,204.236m",
2414,18+340.00,9.865m,"1,204.248m",
2415,18+340.07,11.644m,"1,204.190m",
2416,18+339.91,12.976m,"1,204.143m",
2417,18+339.98,15.007m,"1,204.088m",
2418,18+320.01,-15.035m,"1,203.850m",
2419,18+320.03,-11.852m,"1,203.783m",
2420,18+319.99,-8.991m,"1,203.624m",
2421,18+319.98,-6.592m,"1,203.888m",
2422,18+320.02,-4.131m,"1,203.804m",
2423,18+320.04,-2.626m,"1,203.768m",
2424,18+319.82,-1.136m,"1,203.738m",
2425,18+319.94,0.116m,"1,203.788m",
2426,18+319.83,1.843m,"1,203.736m",
2427,18+320.05,2.957m,"1,203.661m",
2428,18+319.99,4.255m,"1,203.650m",
2429,18+319.95,5.814m,"1,203.681m",
2430,18+319.99,6.973m,"1,203.628m",
2431,18+320.06,9.407m,"1,203.460m",
2432,18+320.08,10.478m,"1,203.376m",
2433,18+320.07,11.519m,"1,203.310m",
2434,18+320.03,13.020m,"1,203.227m",
2435,18+319.98,14.260m,"1,203.139m",
2436,18+319.95,15.039m,"1,203.281m",
2437,18+299.95,-14.889m,"1,202.746m",
2438,18+300.05,-13.563m,"1,202.914m",
2439,18+300.01,-11.859m,"1,202.903m",
2440,18+300.02,-10.333m,"1,202.816m",
2441,18+300.07,-8.373m,"1,202.948m",
2442,18+300.02,-6.784m,"1,202.941m",
2443,18+300.04,-5.007m,"1,203.045m",
2444,18+300.01,-3.144m,"1,202.919m",
2445,18+299.97,-1.576m,"1,202.773m",
2446,18+300.05,0.023m,"1,202.496m",
2447,18+299.95,1.222m,"1,202.563m",
2448,18+300.00,3.182m,"1,202.479m",
2449,18+300.09,5.373m,"1,202.613m",
2450,18+299.98,7.732m,"1,202.579m",
2451,18+300.06,9.626m,"1,202.578m",
2452,18+300.04,10.922m,"1,202.552m",
2453,18+300.07,12.563m,"1,202.512m",
2454,18+299.96,14.922m,"1,202.295m",
2455,18+279.96,-14.874m,"1,201.604m",
2456,18+280.04,-11.917m,"1,201.627m",
2457,18+279.87,-9.397m,"1,201.502m",
2458,18+280.12,-5.509m,"1,201.489m",
2459,18+279.97,-3.869m,"1,201.424m",
2460,18+280.04,-2.561m,"1,201.473m",
2461,18+280.03,-0.031m,"1,201.437m",
2462,18+279.90,2.529m,"1,201.324m",
2463,18+280.07,4.611m,"1,201.251m",
2464,18+280.03,6.947m,"1,201.283m",
2465,18+280.01,8.480m,"1,201.263m",
2466,18+280.03,9.900m,"1,201.223m",
2467,18+280.09,11.284m,"1,201.369m",
2468,18+279.85,12.649m,"1,201.015m",
2469,18+279.93,14.955m,"1,201.240m",
2470,18+259.97,-14.949m,"1,200.685m",
2471,18+259.92,-12.384m,"1,200.614m",
2472,18+259.92,-10.734m,"1,200.777m",
2473,18+259.78,-7.446m,"1,200.750m",
2474,18+259.95,-4.712m,"1,200.772m",
2475,18+259.83,-2.304m,"1,200.769m",
2476,18+260.06,0.088m,"1,200.719m",
2477,18+259.94,1.921m,"1,200.614m",
2478,18+260.04,4.420m,"1,200.390m",
2479,18+260.01,7.255m,"1,200.569m",
2480,18+260.07,9.866m,"1,200.561m",
2481,18+260.03,11.704m,"1,200.342m",
2482,18+259.99,14.692m,"1,200.333m",
2483,18+239.96,-15.013m,"1,199.648m",
2484,18+239.93,-13.054m,"1,199.742m",
2485,18+239.88,-11.367m,"1,199.710m",
2486,18+239.95,-9.281m,"1,199.737m",
2487,18+240.02,-7.527m,"1,199.738m",
2488,18+240.05,-5.292m,"1,199.747m",
2489,18+240.01,-3.273m,"1,199.792m",
2490,18+239.97,-1.707m,"1,199.779m",
2491,18+239.92,0.039m,"1,199.660m",
2492,18+239.94,1.549m,"1,199.598m",
2493,18+239.82,2.446m,"1,199.481m",
2494,18+240.10,3.731m,"1,199.616m",
2495,18+240.04,5.598m,"1,199.659m",
2496,18+240.04,8.314m,"1,199.667m",
2497,18+240.05,9.491m,"1,199.643m",
2498,18+239.99,10.513m,"1,199.619m",
2499,18+239.99,12.715m,"1,199.593m",
2500,18+240.06,14.922m,"1,199.598m",
2501,18+220.01,-14.993m,"1,198.935m",
2502,18+219.93,-12.621m,"1,198.884m",
2503,18+219.98,-9.857m,"1,198.805m",
2504,18+220.10,-7.663m,"1,198.742m",
2505,18+219.92,-6.065m,"1,198.668m",
2506,18+219.95,-4.797m,"1,198.613m",
2507,18+220.09,-3.907m,"1,198.621m",
2508,18+219.92,-1.886m,"1,198.618m",
2509,18+220.02,0.115m,"1,198.647m",
2510,18+219.81,2.096m,"1,198.730m",
2511,18+219.90,3.597m,"1,198.647m",
2512,18+220.11,5.067m,"1,198.740m",
2513,18+220.06,6.483m,"1,198.719m",
2514,18+219.93,7.817m,"1,198.642m",
2515,18+220.02,10.046m,"1,198.742m",
2516,18+220.05,11.888m,"1,198.713m",
2517,18+220.12,13.848m,"1,198.771m",
2518,18+219.88,15.060m,"1,198.775m",
2519,18+210.43,-7.668m,"1,198.525m",
2520,18+211.00,-6.243m,"1,198.516m",
2521,18+211.08,-4.669m,"1,198.385m",
2522,18+210.44,-1.845m,"1,198.186m",
2523,18+210.35,0.050m,"1,198.061m",
2524,18+210.41,2.889m,"1,197.994m",
2525,18+210.61,5.317m,"1,198.022m",
2526,18+210.63,6.886m,"1,198.093m",
2527,18+210.20,8.397m,"1,198.326m",
2528,18+209.91,10.460m,"1,198.442m",
2529,18+209.85,12.779m,"1,198.220m",
2530,18+209.36,14.738m,"1,198.275m",
2531,18+210.98,-8.249m,"1,198.522m",
2532,18+211.00,-10.734m,"1,198.553m",
